50, 129, 8000, 0.5426356589147286, 1.0232558139534884, 0.9612403100775194, -0.46077521312837455
100, 295, 16000, 0.6325301204819277, 0.9397590361445783, 0.5301204819277109, 0.39265061533415174
150, 464, 24000, 0.6775147928994083, 1.1183431952662721, 0.5798816568047337, 0.657366874038115
200, 619, 32000, 0.7419354838709677, 1.303225806451613, 0.567741935483871, 1.0401613113380248
250, 771, 40000, 0.8157894736842105, 1.5263157894736843, 0.5723684210526315, 1.3138487257651592
300, 907, 48000, 0.8125, 1.7647058823529411, 0.6323529411764706, 1.5739338680252652
350, 1026, 56000, 0.8865546218487395, 1.8739495798319328, 0.42857142857142855, 1.9570168664976328
400, 1129, 64000, 0.912621359223301, 2.378640776699029, 0.5436893203883495, 2.549126278500534
450, 1234, 72000, 0.8761904761904762, 2.276190476190476, 0.7523809523809524, 1.9385714592678207
500, 1335, 80000, 0.905940594059406, 2.485148514851485, 0.7524752475247525, 2.3158911243081093
550, 1432, 88000, 0.9020618556701031, 2.577319587628866, 0.6597938144329897, 2.6723196402806595
600, 1529, 96000, 0.9020618556701031, 2.6597938144329896, 0.7938144329896907, 2.537474291533539
650, 1620, 104000, 0.945054945054945, 3.098901098901099, 0.7032967032967034, 3.311758320410173
700, 1709, 112000, 0.949438202247191, 3.168539325842697, 0.6067415730337079, 3.605505694164319
750, 1794, 120000, 0.9588235294117647, 3.164705882352941, 0.4470588235294118, 3.9071765152847067
800, 1885, 128000, 0.9340659340659341, 3.065934065934066, 0.7582417582417582, 3.306868145754049
850, 1973, 136000, 0.9431818181818182, 3.227272727272727, 0.7045454545454546, 3.573181859810244
900, 2058, 144000, 0.9823529411764705, 3.5294117647058822, 0.6352941176470588, 4.103235341608524
950, 2143, 152000, 0.9529411764705882, 3.2588235294117647, 0.49411764705882355, 4.06705881988301
1000, 2226, 160000, 0.9578313253012049, 3.8674698795180724, 0.7228915662650602, 4.423915683325514
1050, 2310, 168000, 0.9642857142857143, 3.7142857142857144, 0.5952380952380952, 4.345535746997311
1100, 2394, 176000, 0.9642857142857143, 3.880952380952381, 0.42857142857142855, 4.920535643008494
1150, 2478, 184000, 0.9702380952380952, 3.9761904761904763, 0.6309523809523809, 4.62065474174562
1200, 2561, 192000, 0.9819277108433735, 4.325301204819277, 0.6265060240963856, 5.202108425189214
1250, 2646, 200000, 0.9705882352941176, 4.117647058823529, 0.5176470588235295, 5.052235242549111
1300, 2731, 208000, 0.9705882352941176, 4.258823529411765, 0.6352941176470588, 5.000882338075077
1350, 2813, 216000, 0.9939024390243902, 4.402439024390244, 0.6463414634146342, 5.438475561578099
