50, 116, 8000, 0.5948275862068966, 1.146551724137931, 0.8275862068965517, -0.2594827534309749
100, 236, 16000, 0.625, 1.2666666666666666, 0.8666666666666667, -0.17891665572921436
150, 353, 24000, 0.6410256410256411, 1.4444444444444444, 0.8717948717948718, 0.16256413124820107
200, 456, 32000, 0.7961165048543689, 1.8640776699029127, 0.8543689320388349, 1.0791747664074296
250, 553, 40000, 0.9123711340206185, 2.0618556701030926, 0.5567010309278351, 1.9646392458492947
300, 656, 48000, 0.8252427184466019, 2.0, 0.6699029126213593, 1.5728155625531974
350, 749, 56000, 0.9032258064516129, 2.3548387096774195, 0.6129032258064516, 2.3712903629708033
400, 840, 64000, 0.9175824175824175, 2.659340659340659, 0.5824175824175825, 2.869340721149366
450, 930, 72000, 0.9055555555555556, 2.7555555555555555, 0.5888888888888889, 3.208166713847054
500, 1014, 80000, 0.9761904761904762, 3.1547619047619047, 0.5238095238095238, 3.660178590743315
550, 1099, 88000, 0.9529411764705882, 2.988235294117647, 0.49411764705882355, 3.513176522184821
600, 1186, 96000, 0.9080459770114943, 3.0, 0.6436781609195402, 3.191091936210106
650, 1272, 104000, 0.9069767441860465, 2.7674418604651163, 0.5232558139534884, 3.107674474979556
700, 1359, 112000, 0.9137931034482759, 2.9080459770114944, 0.6091954022988506, 3.168218406880724
750, 1441, 120000, 0.9512195121951219, 3.317073170731707, 0.5365853658536586, 3.993597586707371
800, 1521, 128000, 0.95625, 3.2625, 0.5125, 3.896625038422644
850, 1600, 136000, 0.9493670886075949, 3.329113924050633, 0.5063291139240507, 4.056012651588343
900, 1679, 144000, 0.9430379746835443, 3.3417721518987342, 0.620253164556962, 3.937848121305055
950, 1765, 152000, 0.936046511627907, 3.4069767441860463, 0.6046511627906976, 3.940348803217328
1000, 1841, 160000, 0.9736842105263158, 3.6315789473684212, 0.6578947368421053, 4.167434219761114
1050, 1918, 168000, 0.974025974025974, 3.7142857142857144, 0.4935064935064935, 4.62746747476714
1100, 1996, 176000, 0.9615384615384616, 3.6794871794871793, 0.4230769230769231, 4.47891031511319
1150, 2076, 184000, 0.96875, 3.6, 0.5875, 4.323375076428055
1200, 2154, 192000, 0.967948717948718, 3.8205128205128207, 0.6153846153846154, 4.513269258710818
1250, 2234, 200000, 0.9625, 3.8125, 0.475, 4.7103749617934225
1300, 2313, 208000, 0.9810126582278481, 4.177215189873418, 0.46835443037974683, 5.095063283096386
